1.000000000000000000e+01,1.000000000000000000e+00,2.312500000000000000e+01,2.317956640351090414e+01,-2.500000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.350000000000000000e+01,2.358298956087444154e+01,-1.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.318750000000000000e+01,2.325936277120054640e+01,-3.750000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.318750000000000000e+01,2.295940897163710304e+01,-3.750000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.318750000000000000e+01,2.308937679556618505e+01,-3.750000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.393750000000000000e+01,2.401432203475640037e+01,-1.875000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.368750000000000000e+01,2.374230113770884643e+01,-1.375000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.375000000000000000e+01,2.369992472438237030e+01,-1.500000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.431250000000000000e+01,2.423361742637181848e+01,-2.625000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.318750000000000000e+01,2.312403123935513349e+01,-3.750000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.325000000000000000e+01,2.332285612890631299e+01,-5.000000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.331250000000000000e+01,2.335641110825780586e+01,-6.250000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.337500000000000000e+01,2.334227106937544605e+01,-7.500000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.350000000000000000e+01,2.349390897193239169e+01,-1.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.462500000000000000e+01,2.460835276219473400e+01,-3.250000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.406250000000000000e+01,2.417123258849295553e+01,-2.125000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.337500000000000000e+01,2.325264517517735285e+01,-7.500000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.300000000000000000e+01,2.305510997772779902e+01,0.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.412500000000000000e+01,2.414874358915232122e+01,-2.250000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.318750000000000000e+01,2.328600727918833613e+01,-3.750000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.387500000000000000e+01,2.379157450022447051e+01,-1.750000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.418750000000000000e+01,2.427048041771788789e+01,-2.375000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+00,2.312500000000000000e+01,2.311488817703473941e+01,-2.500000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.331250000000000000e+01,2.314909361641151264e+01,-6.250000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.325000000000000000e+01,2.327848375612142462e+01,-5.000000000000000000e-01
1.000000000000000000e+01,1.000000000000000000e+00,2.331250000000000000e+01,2.322817168323111403e+01,-6.250000000000000000e-01
