1.000000000000000000e+01,2.000000000000000000e+00,2.481250000000000000e+01,2.469873546657989394e+01,-3.625000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.337500000000000000e+01,2.341754925067613868e+01,-7.500000000000000000e-01
1.000000000000000000e+01,2.000000000000000000e+00,2.268750000000000000e+01,2.275282032254072817e+01,6.250000000000000000e-01
1.000000000000000000e+01,2.000000000000000000e+00,2.400000000000000000e+01,2.391246047114484696e+01,-2.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.318750000000000000e+01,2.321184098680398833e+01,-3.750000000000000000e-01
1.000000000000000000e+01,2.000000000000000000e+00,2.418750000000000000e+01,2.432453332706019467e+01,-2.375000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.356250000000000000e+01,2.348389399345121475e+01,-1.125000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.531250000000000000e+01,2.507308224886715564e+01,-4.625000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.375000000000000000e+01,2.379524251535618973e+01,-1.500000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.312500000000000000e+01,2.301094647509782121e+01,-2.500000000000000000e-01
1.000000000000000000e+01,2.000000000000000000e+00,2.412500000000000000e+01,2.395185201017532961e+01,-2.250000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.337500000000000000e+01,2.347435615555360044e+01,-7.500000000000000000e-01
1.000000000000000000e+01,2.000000000000000000e+00,2.300000000000000000e+01,2.286944052266052552e+01,0.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.281250000000000000e+01,2.284666116331664298e+01,3.750000000000000000e-01
1.000000000000000000e+01,2.000000000000000000e+00,2.412500000000000000e+01,2.417296644738619094e+01,-2.250000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.437500000000000000e+01,2.422817185460769807e+01,-2.750000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.387500000000000000e+01,2.402042499903240369e+01,-1.750000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.425000000000000000e+01,2.416701572970706025e+01,-2.500000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.318750000000000000e+01,2.312285345221073030e+01,-3.750000000000000000e-01
1.000000000000000000e+01,2.000000000000000000e+00,2.531250000000000000e+01,2.532296044766986753e+01,-4.625000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,2.331250000000000000e+01,2.334675210194816231e+01,-6.250000000000000000e-01
1.000000000000000000e+01,2.000000000000000000e+00,2.293750000000000000e+01,2.303602602296021828e+01,1.250000000000000000e-01
1.000000000000000000e+01,2.000000000000000000e+00,2.412500000000000000e+01,2.403284942834977400e+01,-2.250000000000000000e+00
